Logistic Regression: F1 Test,Multilayer Network: F1 Test,LSTM: F1 Test,Logistic Regression: AUC,Multilayer Network: AUC,LSTM: AUC,Logistic Regression: Bootstrap AUC,Multilayer Network: Bootstrap AUC,LSTM: Bootstrap AUC,Multilayer Network > Logistic Regression if Bootstrap p-value < 0.05,LSTM > Logistic Regression if Bootstrap p-value < 0.05
0.8565609596491562,0.8410723065576793,0.8286544181206472,0.9273256543681997,0.9206168152315598,0.9018242593337509,"(np.float64(0.9274690549019562), np.float64(0.918562904344799), np.float64(0.9355619036450412))","(np.float64(0.920673777516481), np.float64(0.9116581736449156), np.float64(0.9294856077166485))","(np.float64(0.9018003148724667), np.float64(0.8912484400720602), np.float64(0.9117930359219143))",0.9955,1.0
